user,age,status,gender,drinks,height,smokes,religion
user37240,24,single,m,yes,183.0,no,islam
user37241,40,single,m,yes,178.0,no,islam
user37242,40,single,f,yes,163.0,no,roman catholicism
user37243,28,single,f,yes,173.0,no,islam
user37245,20,single,f,yes,160.0,no,islam
user37246,31,single,m,yes,180.0,no,islam
user37247,31,single,m,yes,180.0,no,islam
user37249,30,single,f,yes,160.0,no,islam
user37250,25,single,m,yes,168.0,no,islam
user37251,31,single,f,yes,170.0,no,protestant christianity
user37252,35,single,m,yes,175.0,no,hinduism
user37253,29,single,m,yes,175.0,no,islam
user37254,28,single,m,yes,188.0,no,islam
user37255,31,single,m,yes,185.0,no,islam
user37256,26,single,m,yes,175.0,no,islam
user37257,25,single,m,yes,185.0,no,islam
user37258,34,single,m,yes,173.0,no,islam
user37259,39,single,m,yes,175.0,no,islam
user37260,26,single,m,yes,183.0,yes,islam
user37262,39,single,m,yes,188.0,no,islam
user37263,26,seeing someone,f,yes,168.0,no,islam
user37264,26,single,f,yes,178.0,no,roman catholicism
user37265,24,single,f,yes,157.0,no,islam
user37266,66,single,f,yes,157.0,no,islam
user37267,37,single,f,no,168.0,yes,islam
user37268,24,single,m,yes,178.0,yes,islam
user37269,33,single,m,yes,180.0,no,islam
user37271,25,single,f,yes,157.0,no,islam
user37272,24,single,m,yes,185.0,yes,islam
user37273,40,single,m,no,170.0,no,islam
user37274,39,single,f,yes,157.0,no,islam
user37275,34,single,m,yes,185.0,no,islam
user37276,40,single,m,yes,170.0,no,islam
user37277,52,single,m,yes,170.0,no,islam
user37278,25,single,m,yes,183.0,no,islam
user37279,26,single,f,yes,165.0,no,islam
user37280,30,single,m,yes,178.0,no,islam
user37281,28,seeing someone,m,yes,173.0,yes,islam
user37282,25,single,m,yes,183.0,no,islam
user37283,30,single,m,yes,185.0,yes,islam
user37284,25,single,m,yes,157.0,no,islam
user37286,38,single,m,yes,178.0,no,islam
user37287,28,single,m,yes,185.0,no,islam
user37288,27,single,m,yes,170.0,no,islam
user37289,31,single,f,yes,160.0,no,islam
user37290,20,single,m,no,165.0,no,protestant christianity
user37292,30,single,f,yes,168.0,no,islam
user37293,40,single,m,yes,160.0,no,islam
user37294,27,single,f,yes,160.0,no,islam
user37295,34,single,f,yes,163.0,no,islam
user37296,27,single,m,yes,173.0,no,islam
user37297,24,single,m,yes,190.0,yes,islam
user37298,30,single,f,yes,157.0,yes,islam
user37299,56,single,m,yes,178.0,no,islam
user37300,32,seeing someone,f,yes,163.0,yes,islam
user37302,25,seeing someone,f,yes,173.0,no,islam
user37303,23,single,m,yes,190.0,yes,islam
user37304,43,single,m,yes,178.0,no,islam
user37305,25,single,f,yes,160.0,no,islam
user37306,46,single,m,yes,188.0,no,islam
user37308,27,single,m,yes,183.0,yes,islam
user37309,29,single,m,yes,175.0,no,islam
user37310,42,single,f,yes,175.0,no,islam
user37313,43,single,f,yes,160.0,yes,protestant christianity
user37314,34,single,f,yes,157.0,no,islam
user37315,24,single,m,yes,190.0,no,islam
user37316,27,single,m,yes,180.0,yes,islam
user37317,28,single,f,yes,168.0,no,islam
user37318,31,single,f,yes,168.0,yes,protestant christianity
user37321,27,single,m,yes,185.0,yes,islam
user37322,32,single,f,yes,173.0,no,hinduism
user37323,56,single,f,yes,163.0,no,islam
user37324,42,single,f,yes,160.0,no,islam
user37325,47,single,m,yes,185.0,no,islam
user37326,29,single,f,yes,165.0,no,islam
user37327,24,single,m,yes,180.0,no,islam
user37328,38,single,f,yes,163.0,no,islam
user37329,33,single,m,yes,178.0,yes,islam
user37330,48,single,f,yes,168.0,no,islam
user37331,58,single,m,yes,188.0,no,protestant christianity
user37332,26,single,f,yes,178.0,no,islam
user37335,26,single,m,yes,170.0,yes,islam
user37336,22,single,f,yes,170.0,no,islam
user37337,35,single,f,yes,170.0,yes,islam
user37338,28,seeing someone,m,yes,170.0,no,islam
user37339,56,single,m,yes,170.0,no,islam
user37340,44,single,f,yes,175.0,no,islam
user37341,36,single,f,yes,160.0,no,islam
user37342,28,single,m,yes,185.0,no,islam
user37343,27,single,f,yes,163.0,no,buddhism
user37344,39,single,m,yes,173.0,no,islam
user37345,55,single,m,yes,188.0,yes,islam
user37346,23,single,m,yes,173.0,no,islam
user37347,29,single,f,yes,173.0,no,islam
user37348,58,single,m,yes,178.0,no,islam
user37349,28,single,f,yes,160.0,no,islam
user37350,52,single,f,yes,165.0,no,islam
user37351,57,single,m,yes,180.0,no,islam
user37354,36,seeing someone,m,yes,180.0,no,islam
user37358,28,single,m,yes,193.0,no,islam
user37359,28,single,m,yes,170.0,no,islam
user37361,34,single,f,yes,168.0,no,islam
user37362,47,single,f,yes,163.0,no,islam
user37363,34,single,f,yes,173.0,yes,islam
user37364,40,single,m,no,175.0,no,islam
user37365,26,single,m,yes,178.0,yes,protestant christianity
user37366,48,married,f,yes,180.0,no,islam
user37368,36,single,f,yes,168.0,no,islam
user37369,25,single,m,yes,178.0,no,islam
user37370,25,single,f,yes,183.0,yes,islam
user37371,49,single,f,yes,157.0,no,islam
user37372,42,single,f,yes,170.0,no,islam
user37373,31,single,m,yes,175.0,no,islam
user37374,28,available,f,yes,165.0,no,islam
user37375,23,single,f,yes,160.0,no,protestant christianity
user37376,37,single,m,yes,170.0,no,islam
user37377,22,single,m,yes,196.0,no,islam
user37378,68,single,m,yes,175.0,no,islam
user37379,39,single,m,yes,170.0,no,islam
user37380,27,single,m,yes,193.0,yes,islam
user37381,43,single,m,yes,170.0,no,islam
user37383,37,single,f,yes,175.0,no,islam
user37384,26,single,m,yes,178.0,no,islam
user37385,37,single,m,yes,178.0,no,islam
user37387,20,single,f,yes,152.0,yes,islam
user37388,52,single,m,yes,175.0,no,islam
user37389,37,single,f,yes,152.0,no,islam
user37390,30,single,m,yes,180.0,no,islam
user37391,18,single,m,yes,170.0,no,islam
user37392,29,single,m,yes,168.0,no,islam
user37393,33,single,m,yes,180.0,no,islam
user37394,24,seeing someone,f,yes,155.0,no,islam
user37395,32,single,f,yes,155.0,yes,protestant christianity
user37396,35,single,m,yes,185.0,no,islam
user37397,31,seeing someone,m,yes,168.0,no,islam
user37398,31,single,m,yes,173.0,no,islam
user37399,40,single,m,yes,178.0,no,islam
user37401,26,single,m,yes,196.0,yes,islam
user37402,32,single,f,yes,170.0,no,islam
user37403,50,single,f,yes,168.0,no,islam
user37404,25,seeing someone,m,yes,183.0,yes,islam
user37405,51,single,f,yes,173.0,yes,islam
user37406,30,single,f,no,168.0,no,islam
user37407,37,single,f,yes,175.0,no,islam
user37408,29,single,m,yes,178.0,no,islam
user37409,22,single,m,yes,185.0,no,islam
user37410,35,single,f,yes,175.0,no,islam
user37411,20,single,m,yes,178.0,no,islam
user37412,25,single,m,yes,175.0,yes,islam
user37413,28,single,f,yes,165.0,no,protestant christianity
user37414,21,single,f,yes,147.0,yes,islam
user37415,24,single,m,yes,188.0,no,islam
user37416,42,single,f,yes,180.0,no,islam
user37418,30,single,f,yes,160.0,no,islam
user37419,36,single,m,yes,180.0,yes,islam
user37420,40,single,f,yes,157.0,no,islam
user37421,32,single,f,yes,168.0,no,islam
user37422,28,available,m,yes,170.0,no,islam
user37423,23,single,m,yes,175.0,no,islam
user37424,39,seeing someone,m,yes,185.0,no,islam
user37426,27,single,f,yes,168.0,no,islam
user37427,25,single,f,yes,185.0,no,islam
user37428,38,single,f,yes,160.0,no,islam
user37429,28,married,m,yes,173.0,yes,islam
user37430,31,single,f,yes,163.0,no,islam
user37431,20,single,f,yes,168.0,yes,islam
user37432,18,single,f,no,168.0,no,islam
user37433,38,single,m,yes,168.0,no,islam
user37434,30,single,m,yes,178.0,yes,islam
user37436,26,single,f,yes,168.0,yes,islam
user37437,36,single,m,yes,180.0,yes,islam
user37438,39,single,f,no,160.0,no,islam
user37439,29,single,m,yes,183.0,yes,islam
user37440,28,single,m,yes,163.0,no,islam
user37441,35,single,f,yes,163.0,no,buddhism
user37442,30,single,m,yes,175.0,no,islam
user37443,20,single,f,no,152.0,yes,protestant christianity
user37444,26,single,m,yes,178.0,no,islam
user37445,32,single,f,yes,160.0,no,islam
user37447,42,single,f,yes,168.0,no,islam
user37448,35,single,m,yes,178.0,no,islam
user37449,42,single,f,yes,155.0,no,islam
user37450,32,single,m,no,183.0,no,islam
user37451,20,single,m,yes,168.0,no,islam
user37452,32,single,f,yes,157.0,yes,islam
user37453,26,single,m,yes,183.0,no,islam
user37454,23,single,m,yes,188.0,yes,islam
user37455,27,single,f,yes,163.0,yes,roman catholicism
user37456,48,single,m,no,188.0,no,islam
user37457,33,single,f,yes,160.0,no,islam
user37458,32,single,m,yes,168.0,no,islam
user37460,27,available,m,yes,190.0,no,islam
user37462,19,single,m,yes,170.0,no,islam
user37464,32,single,f,yes,178.0,no,islam
user37465,36,single,f,yes,165.0,no,islam
user37466,30,single,f,yes,178.0,no,islam
user37467,31,single,m,yes,173.0,no,islam
user37468,34,single,f,yes,165.0,no,islam
user37469,21,available,m,yes,178.0,no,islam
user37470,28,single,m,yes,178.0,no,islam
user37471,33,single,f,yes,183.0,no,islam
user37472,20,single,f,yes,170.0,no,islam
user37473,42,single,f,yes,155.0,no,islam
user37474,45,single,m,yes,180.0,no,islam
user37475,47,single,f,yes,165.0,no,islam
user37476,22,single,f,yes,173.0,yes,islam
user37477,48,single,f,yes,168.0,no,islam
user37478,43,single,f,no,168.0,no,islam
user37479,46,single,f,yes,160.0,no,islam
user37480,26,single,m,yes,193.0,no,islam
user37481,25,single,m,yes,180.0,no,protestant christianity
user37482,42,single,f,yes,180.0,no,islam
user37483,45,single,m,yes,198.0,no,islam
user37484,35,single,m,yes,190.0,no,islam
user37485,31,single,f,yes,165.0,yes,islam
user37486,24,single,f,yes,157.0,no,islam
user37487,35,single,f,yes,157.0,no,protestant christianity
user37488,21,single,f,yes,168.0,no,islam
user37489,27,single,m,no,183.0,no,islam
user37490,34,single,f,yes,170.0,no,hinduism
user37491,30,single,m,yes,180.0,no,islam
user37492,24,single,m,yes,180.0,yes,islam
user37493,20,single,f,yes,165.0,no,islam
user37494,29,single,m,yes,190.0,no,islam
user37495,23,available,m,yes,188.0,no,roman catholicism
user37496,26,seeing someone,f,yes,163.0,no,islam
user37497,34,single,f,yes,170.0,no,islam
user37498,42,single,f,yes,168.0,no,islam
user37499,25,single,m,yes,170.0,no,islam
user37500,47,single,f,yes,178.0,no,islam
user37501,26,single,f,yes,168.0,no,islam
user37502,48,single,m,yes,175.0,no,islam
user37503,28,single,m,yes,170.0,no,islam
user37505,36,single,f,yes,173.0,no,islam
user37506,23,single,f,yes,173.0,no,islam
user37507,32,single,f,yes,168.0,yes,islam
user37508,33,single,f,yes,170.0,no,islam
user37509,52,single,f,yes,168.0,no,roman catholicism
user37512,31,single,f,yes,155.0,no,islam
user37513,31,single,f,yes,170.0,no,protestant christianity
user37514,67,single,m,yes,175.0,no,islam
user37515,31,single,m,yes,168.0,no,islam
user37516,30,single,m,yes,168.0,no,islam
user37517,22,single,m,yes,173.0,yes,islam
user37518,23,single,m,yes,180.0,yes,islam
user37519,25,single,m,yes,165.0,yes,islam
user37520,23,single,m,yes,170.0,no,roman catholicism
user37521,27,available,f,yes,168.0,yes,islam
user37522,41,single,f,no,160.0,no,islam
user37523,20,seeing someone,f,yes,168.0,no,islam
user37524,40,single,f,yes,152.0,yes,islam
user37525,30,single,f,yes,155.0,no,islam
user37526,31,single,m,yes,178.0,no,islam
user37527,31,single,f,yes,163.0,no,islam
user37528,22,single,f,yes,173.0,no,islam
user37529,26,available,m,yes,180.0,no,islam
user37530,23,single,m,yes,183.0,yes,islam
user37531,55,seeing someone,m,yes,175.0,yes,islam
user37532,27,single,m,yes,178.0,no,islam
user37533,25,single,m,yes,180.0,no,islam
user37534,32,seeing someone,f,yes,163.0,no,islam
user37535,35,single,f,yes,165.0,no,islam
user37536,28,available,m,yes,178.0,no,islam
user37537,29,available,m,yes,183.0,yes,islam
user37538,28,single,m,yes,185.0,no,islam
user37540,27,single,m,no,178.0,no,islam
user37541,27,available,m,yes,173.0,no,protestant christianity
user37542,23,single,f,yes,170.0,no,islam
user37543,48,single,f,yes,157.0,no,islam
user37544,63,single,f,yes,170.0,no,protestant christianity
user37545,44,single,f,yes,170.0,no,islam
user37546,35,single,m,yes,180.0,no,protestant christianity
user37547,31,single,m,yes,183.0,no,islam
user37548,21,single,m,yes,175.0,no,islam
user37549,19,single,f,yes,165.0,no,islam
user37550,33,single,m,yes,183.0,no,islam
user37551,28,single,m,yes,165.0,no,islam
user37552,38,single,m,no,178.0,no,islam
user37553,26,single,m,yes,173.0,no,islam
user37554,43,single,m,yes,178.0,no,islam
user37555,38,available,f,yes,163.0,no,islam
user37557,27,single,m,yes,175.0,no,islam
user37558,35,single,f,no,157.0,no,islam
user37559,32,single,f,no,168.0,no,islam
user37560,26,single,m,yes,180.0,no,islam
user37561,42,single,m,yes,175.0,no,islam
user37562,21,single,m,yes,183.0,no,islam
user37563,33,single,f,yes,147.0,no,islam
user37564,24,seeing someone,m,yes,175.0,no,hinduism
user37565,32,single,f,yes,160.0,no,islam
user37566,24,single,m,no,183.0,no,islam
user37567,20,single,f,yes,152.0,no,islam
user37568,29,single,f,yes,163.0,no,islam
user37569,39,single,m,yes,180.0,no,islam
user37570,32,single,f,yes,165.0,no,islam
user37571,39,single,m,yes,193.0,yes,roman catholicism
user37572,47,single,f,yes,163.0,no,islam
user37573,27,single,f,yes,168.0,no,islam
user37574,28,single,m,yes,173.0,no,islam
user37575,24,single,m,yes,188.0,no,islam
user37576,21,single,m,yes,183.0,yes,islam
user37577,30,available,m,yes,173.0,no,islam
user37578,24,single,f,yes,168.0,yes,islam
user37579,25,single,m,yes,165.0,yes,islam
user37580,31,single,f,yes,157.0,no,islam
user37581,37,seeing someone,f,yes,175.0,no,islam
user37583,27,single,f,yes,160.0,yes,roman catholicism
user37584,21,single,m,yes,173.0,yes,islam
user37585,25,single,m,yes,173.0,no,islam
user37586,26,single,f,yes,165.0,no,islam
user37588,25,single,m,yes,173.0,no,roman catholicism
user37589,21,single,m,yes,173.0,no,islam
user37590,30,single,f,yes,168.0,no,islam
user37591,23,single,m,yes,168.0,no,islam
user37592,29,single,f,yes,157.0,no,islam
user37593,21,single,f,yes,173.0,no,islam
user37594,49,single,m,yes,180.0,no,islam
user37595,32,single,m,yes,180.0,no,islam
user37597,28,single,f,yes,170.0,yes,islam
user37598,26,single,f,yes,155.0,yes,islam
user37599,24,seeing someone,f,yes,163.0,no,islam
user37600,27,seeing someone,f,no,160.0,no,islam
user37601,25,single,m,yes,183.0,no,islam
user37602,22,single,m,yes,168.0,no,islam
user37603,24,single,m,yes,180.0,no,protestant christianity
user37604,28,single,m,yes,183.0,no,islam
user37605,29,single,f,yes,168.0,no,protestant christianity
user37606,35,single,f,yes,157.0,no,islam
user37608,26,single,f,yes,163.0,no,islam
user37609,39,single,m,yes,201.0,no,islam
user37610,31,single,m,yes,188.0,yes,islam
user37611,31,single,m,yes,173.0,no,roman catholicism
user37612,22,single,m,yes,180.0,yes,islam
user37613,27,single,f,yes,165.0,no,protestant christianity
user37615,37,available,m,no,178.0,no,islam
user37616,32,single,f,yes,163.0,no,islam
user37617,42,single,f,yes,157.0,no,islam
user37618,49,single,f,yes,178.0,no,islam
user37619,25,single,m,yes,180.0,yes,islam
user37620,37,available,f,yes,173.0,yes,islam
user37621,62,single,f,yes,173.0,no,roman catholicism
user37622,27,single,f,yes,163.0,no,islam
user37623,30,single,m,yes,188.0,no,protestant christianity
user37625,25,available,m,yes,190.0,no,islam
user37626,46,single,m,yes,178.0,no,islam
user37627,28,single,m,yes,180.0,no,islam
user37628,26,single,f,yes,155.0,no,islam
user37629,39,single,f,yes,157.0,yes,islam
user37631,35,single,m,yes,173.0,no,islam
user37632,53,single,f,yes,170.0,no,islam
user37633,36,available,f,yes,157.0,no,islam
user37634,50,single,f,yes,160.0,no,roman catholicism
user37635,43,single,m,yes,180.0,no,islam
user37636,23,single,m,yes,193.0,no,islam
user37637,52,single,m,yes,183.0,no,islam
user37638,55,single,f,yes,160.0,no,islam
user37639,39,single,m,yes,178.0,no,islam
user37640,49,single,m,no,188.0,no,roman catholicism
user37641,42,single,f,yes,163.0,no,islam
user37643,23,single,m,yes,170.0,no,islam
user37644,28,available,f,yes,147.0,no,islam
user37645,34,single,m,yes,183.0,no,islam
user37646,35,single,m,yes,168.0,no,islam
user37647,24,single,m,no,183.0,no,islam
user37648,26,single,m,yes,175.0,no,islam
user37649,29,single,m,no,185.0,no,islam
user37650,23,single,m,yes,190.0,yes,islam
user37651,29,single,m,yes,165.0,no,islam
user37652,26,single,m,yes,175.0,no,islam
user37653,50,single,f,no,168.0,no,islam
user37654,49,single,f,yes,170.0,no,islam
user37655,27,single,m,yes,178.0,yes,protestant christianity
user37656,36,single,f,yes,175.0,no,islam
user37658,29,single,m,yes,188.0,no,islam
user37659,46,single,f,yes,168.0,no,islam
user37660,34,single,m,yes,168.0,no,islam
user37661,32,single,f,yes,168.0,no,islam
user37662,25,single,m,yes,185.0,no,islam
user37663,23,single,m,yes,168.0,yes,protestant christianity
user37664,29,single,m,yes,180.0,no,islam
user37665,40,single,m,yes,170.0,no,islam
user37666,25,single,m,yes,175.0,no,islam
user37667,36,single,m,yes,183.0,no,islam
user37668,22,single,m,yes,178.0,no,islam
user37669,30,single,m,yes,188.0,no,islam
user37670,28,single,m,yes,183.0,no,islam
user37671,28,single,m,yes,193.0,yes,islam
user37672,31,single,m,yes,170.0,no,islam
user37673,26,seeing someone,m,yes,173.0,yes,islam
user37674,21,single,f,yes,170.0,yes,protestant christianity
user37676,59,single,f,no,173.0,no,buddhism
user37677,28,single,m,yes,173.0,no,islam
user37678,26,married,f,yes,173.0,no,islam
user37679,35,married,f,yes,173.0,no,islam
user37680,34,single,m,yes,180.0,no,islam
user37681,29,single,f,yes,185.0,yes,islam
user37682,31,single,f,yes,160.0,no,islam
user37683,22,single,f,yes,160.0,yes,islam
user37684,32,single,m,no,178.0,no,islam
user37685,21,single,m,yes,183.0,yes,islam
user37686,25,single,m,yes,170.0,yes,islam
user37687,26,single,m,yes,168.0,no,islam
user37688,29,single,m,yes,155.0,no,islam
user37689,29,single,m,no,180.0,yes,islam
user37692,24,single,m,yes,183.0,no,islam
user37693,48,single,m,yes,178.0,no,islam
user37694,31,single,m,yes,178.0,no,islam
user37695,29,single,m,yes,173.0,no,islam
user37696,39,single,f,yes,170.0,no,islam
user37697,31,seeing someone,m,yes,178.0,no,islam
user37698,26,single,m,yes,185.0,no,islam
user37699,61,single,m,yes,185.0,no,islam
user37700,43,single,m,yes,185.0,no,islam
user37701,32,single,m,yes,178.0,no,islam
user37702,36,single,m,yes,183.0,no,islam
user37703,32,single,f,yes,178.0,no,protestant christianity
user37704,33,single,f,yes,175.0,no,islam
user37705,26,seeing someone,m,yes,183.0,no,islam
user37706,38,single,m,yes,173.0,no,islam
user37707,41,single,m,yes,180.0,no,islam
user37708,32,single,m,yes,168.0,no,hinduism
user37709,23,single,m,yes,180.0,yes,islam
user37710,27,single,m,yes,180.0,yes,islam
user37711,26,single,m,yes,180.0,no,islam
user37712,45,single,m,yes,183.0,no,islam
user37713,27,single,m,yes,178.0,no,islam
user37714,26,single,f,yes,170.0,no,islam
user37715,54,single,m,no,185.0,yes,islam
user37716,61,single,m,yes,183.0,no,islam
user37717,25,single,m,yes,180.0,no,islam
user37718,20,single,f,yes,168.0,no,islam
user37719,28,single,f,yes,170.0,no,islam
user37720,23,single,m,yes,183.0,no,islam
user37721,35,single,m,yes,175.0,no,islam
user37723,24,single,m,yes,180.0,yes,islam
user37724,24,single,f,yes,157.0,no,protestant christianity
user37725,44,seeing someone,m,yes,190.0,no,islam
user37726,30,single,m,yes,170.0,no,islam
user37727,29,seeing someone,m,yes,178.0,no,islam
user37728,24,single,m,yes,178.0,no,islam
user37729,27,single,m,yes,170.0,no,islam
user37730,32,single,m,no,185.0,yes,islam
user37731,30,single,m,yes,188.0,no,islam
user37732,33,single,m,yes,178.0,no,islam
user37733,31,single,m,yes,178.0,no,islam
user37735,30,single,m,yes,178.0,no,roman catholicism
user37736,31,seeing someone,m,yes,190.0,no,islam
user37737,28,single,m,yes,168.0,no,islam
user37738,32,single,f,yes,165.0,yes,islam
user37739,19,single,m,yes,188.0,no,islam
user37740,24,single,m,yes,188.0,no,islam
user37741,24,single,m,yes,170.0,no,islam
user37742,32,single,m,yes,183.0,no,islam
user37743,60,single,m,yes,185.0,no,islam
user37744,29,single,m,yes,178.0,no,protestant christianity
user37745,49,single,m,yes,190.0,no,islam
user37746,23,single,m,yes,168.0,no,islam
user37747,40,single,f,yes,157.0,no,islam
user37748,40,single,f,yes,160.0,no,islam
user37749,40,single,f,yes,157.0,no,islam
user37750,38,single,f,yes,168.0,yes,islam
user37752,20,single,m,yes,178.0,no,islam
user37753,26,single,m,yes,188.0,no,islam
user37754,28,single,m,yes,188.0,no,islam
user37755,27,single,m,yes,190.0,yes,islam
user37756,27,single,m,yes,201.0,no,islam
user37759,28,single,m,yes,196.0,no,islam
user37760,19,single,m,yes,185.0,no,islam
user37761,29,single,m,yes,188.0,no,islam
user37764,38,single,m,yes,183.0,no,islam
user37766,23,single,m,yes,180.0,no,islam
user37767,43,single,m,yes,178.0,no,protestant christianity
user37769,33,single,f,yes,170.0,no,confucianism
user37770,39,single,f,no,152.0,no,islam
user37771,30,available,m,yes,183.0,no,islam
user37772,28,single,m,yes,185.0,no,protestant christianity
user37773,29,single,m,no,185.0,no,islam
user37774,25,single,m,yes,188.0,yes,roman catholicism
user37775,29,single,f,yes,173.0,no,islam
user37776,30,single,m,yes,190.0,yes,islam
user37777,24,single,m,yes,178.0,no,islam
user37778,29,single,m,yes,196.0,no,islam
user37779,32,single,m,yes,175.0,no,islam
user37781,27,single,m,yes,175.0,no,islam
user37782,36,single,m,yes,175.0,no,islam
user37783,29,available,f,yes,165.0,no,islam
user37784,28,single,m,yes,173.0,no,roman catholicism
user37785,38,single,m,yes,183.0,no,hinduism
user37786,61,single,m,yes,175.0,no,islam
user37787,40,single,m,yes,173.0,no,islam
user37789,34,single,f,yes,180.0,yes,islam
user37790,32,available,m,yes,188.0,yes,islam
user37791,27,single,m,yes,170.0,no,islam
user37792,34,single,m,yes,188.0,no,islam
user37793,28,single,m,yes,170.0,no,islam
user37794,32,available,m,yes,180.0,no,islam
user37795,37,single,m,yes,170.0,no,islam
user37796,38,single,m,yes,170.0,no,islam
user37797,34,single,m,yes,190.0,no,islam
user37798,30,single,f,yes,165.0,no,islam
user37799,21,single,m,yes,180.0,no,islam
user37800,22,single,m,yes,188.0,no,islam
user37801,23,single,m,yes,180.0,no,islam
user37802,23,single,m,yes,190.0,no,islam
user37803,22,single,m,yes,188.0,no,islam
user37805,30,single,m,yes,168.0,no,islam
user37806,30,single,m,yes,173.0,yes,islam
user37807,31,single,m,yes,183.0,no,hinduism
user37808,33,single,m,yes,175.0,yes,islam
user37809,24,seeing someone,f,yes,155.0,yes,islam
user37810,46,single,m,no,193.0,yes,buddhism
user37811,25,single,m,yes,201.0,no,islam
user37812,22,single,m,yes,168.0,no,islam
user37813,23,single,m,yes,178.0,no,islam
user37815,44,single,m,no,188.0,no,islam
user37816,22,single,m,yes,170.0,no,islam
user37818,26,seeing someone,m,yes,170.0,no,islam
user37819,35,single,m,yes,178.0,no,roman catholicism
user37820,32,single,m,yes,178.0,no,islam
user37821,30,single,f,yes,173.0,no,islam
user37822,27,single,m,yes,185.0,no,islam
user37823,45,single,f,yes,173.0,no,islam
user37824,52,single,m,yes,178.0,no,islam
user37825,40,single,m,yes,175.0,no,islam
user37826,40,seeing someone,m,yes,183.0,no,islam
user37827,31,single,m,yes,178.0,no,islam
user37828,25,single,m,yes,185.0,no,islam
user37829,37,single,m,yes,183.0,no,roman catholicism
user37830,25,single,f,yes,155.0,no,islam
user37831,32,single,f,yes,163.0,no,islam
user37832,32,single,m,yes,173.0,no,islam
user37833,42,single,f,yes,157.0,no,islam
user37834,54,single,f,yes,157.0,no,islam
user37835,26,single,m,yes,188.0,no,islam
user37838,21,single,m,yes,170.0,no,islam
user37839,27,single,m,yes,170.0,yes,islam
user37840,42,single,f,yes,185.0,no,buddhism
user37841,35,single,m,yes,175.0,no,hinduism
user37842,30,single,m,yes,188.0,no,islam
user37843,33,single,m,yes,178.0,no,islam
user37844,23,single,m,yes,183.0,no,islam
user37845,30,single,f,yes,175.0,no,islam
user37846,35,single,m,yes,183.0,yes,islam
user37847,29,single,m,yes,183.0,no,islam
user37848,29,single,m,yes,190.0,no,islam
user37849,53,single,m,yes,190.0,no,islam
user37850,26,single,m,yes,183.0,no,islam
user37851,22,single,m,yes,173.0,no,islam
user37852,23,single,m,yes,175.0,no,islam
user37853,41,single,m,yes,175.0,no,hinduism
user37854,36,single,f,yes,180.0,yes,islam
user37855,25,single,m,yes,180.0,yes,islam
user37856,59,single,m,yes,178.0,no,islam
user37857,37,single,m,yes,178.0,no,islam
user37859,33,single,f,yes,168.0,no,islam
user37860,64,single,f,yes,170.0,no,islam
user37863,34,available,m,no,185.0,no,islam
user37864,37,single,m,no,185.0,no,islam
user37865,30,single,f,yes,168.0,no,islam
user37866,31,single,f,yes,163.0,no,islam
user37867,24,married,m,yes,175.0,no,islam
user37868,28,single,m,yes,170.0,no,protestant christianity
user37869,40,single,m,yes,173.0,no,islam
user37871,49,single,m,yes,180.0,no,islam
user37872,28,single,m,yes,178.0,no,islam
user37874,49,single,m,no,173.0,yes,islam
user37875,32,single,f,yes,147.0,no,islam
user37876,35,single,m,yes,185.0,no,islam
user37877,31,single,m,no,188.0,no,islam
user37878,33,seeing someone,m,yes,168.0,no,islam
user37879,30,single,m,yes,185.0,no,islam
user37880,44,single,m,yes,193.0,no,islam
user37881,38,single,m,yes,196.0,no,islam
user37882,24,single,m,yes,178.0,yes,islam
user37883,38,available,m,yes,183.0,no,islam
user37884,32,single,m,no,183.0,yes,islam
user37885,44,single,m,yes,193.0,no,protestant christianity
user37886,28,single,m,yes,180.0,no,islam
user37887,26,single,m,yes,175.0,no,islam
user37889,43,single,m,yes,180.0,yes,islam
user37890,25,single,m,yes,178.0,yes,islam
user37891,56,single,m,yes,170.0,no,islam
user37892,31,single,m,no,170.0,no,islam
user37893,35,seeing someone,m,yes,180.0,no,islam
user37894,29,single,m,yes,180.0,no,islam
user37895,48,available,m,yes,188.0,no,protestant christianity
user37896,21,single,m,yes,178.0,no,protestant christianity
user37897,25,single,f,yes,163.0,no,islam
user37898,30,single,f,yes,163.0,no,islam
user37899,43,single,m,yes,190.0,no,islam
user37900,27,seeing someone,m,yes,185.0,no,islam
user37901,28,single,m,yes,173.0,no,islam
user37902,24,single,m,yes,180.0,yes,islam
user37903,61,seeing someone,m,yes,190.0,no,islam
user37904,44,single,m,yes,183.0,no,roman catholicism
user37905,31,single,m,yes,175.0,yes,islam
user37906,39,single,m,yes,175.0,no,protestant christianity
user37907,25,single,m,yes,188.0,yes,islam
user37908,33,single,m,yes,170.0,no,islam
user37909,28,single,m,yes,180.0,yes,protestant christianity
user37910,25,single,m,yes,180.0,no,islam
user37911,27,single,m,yes,175.0,yes,islam
user37912,24,single,m,no,178.0,no,islam
user37913,29,single,m,yes,168.0,no,islam
user37914,27,single,m,yes,178.0,no,islam
user37916,25,single,m,yes,178.0,no,islam
user37917,27,available,m,yes,168.0,yes,islam
user37918,21,single,m,yes,180.0,yes,islam
user37919,34,single,m,yes,168.0,no,islam
user37920,32,single,m,yes,178.0,no,islam
user37921,23,seeing someone,f,yes,168.0,no,islam
user37922,32,single,m,yes,183.0,no,islam
user37924,25,single,f,yes,152.0,no,islam
user37925,38,single,m,yes,185.0,no,islam
user37927,31,single,f,yes,168.0,no,islam
